SampID,Type,Organism,Compound,uM.in.vial.ave,uM_in_samp
220104_Smp_371_C,Haptophyte,371,beta-Alaninebetaine,0.01118472180288986,8.947777442311896e-5
220104_Smp_2090_A,Haptophyte,2090,beta-Alaninebetaine,0.00204308541589328,1.816075925238475e-5
220104_Smp_2090_B,Haptophyte,2090,beta-Alaninebetaine,4.396540226184389e-4,3.5172321809475108e-6
220104_Smp_2090_C,Haptophyte,2090,beta-Alaninebetaine,0.00328005639086132,2.6240451126890604e-5
220104_Smp_371_A,Haptophyte,371,beta-Glutamic acid,0.03530752856560903,1.883068190165815e-4
220104_Smp_371_B,Haptophyte,371,beta-Glutamic acid,0.04237748828997272,2.2601327087985447e-4
220104_Smp_371_C,Haptophyte,371,beta-Glutamic acid,0.04801335792559903,3.841068634047922e-4
220104_Smp_2090_A,Haptophyte,2090,beta-Glutamic acid,0.03702597154405687,3.2911974705828335e-4
220104_Smp_2090_B,Haptophyte,2090,beta-Glutamic acid,0.06408658614637061,5.126926891709649e-4
220104_Smp_2090_C,Haptophyte,2090,beta-Glutamic acid,0.00260256754181759,2.0820540334540776e-5
211221_Smp_1314P_A,Cyano,1314P,beta-Glutamic acid,0.021646253099453,3.4634004959124793e-4
211221_Smp_1314P_B,Cyano,1314P,beta-Glutamic acid,0,0
211221_Smp_1314P_C,Cyano,1314P,beta-Glutamic acid,0.01733672634023857,2.773876214438172e-4
211221_Smp_7803_B,Cyano,7803,beta-Glutamic acid,0,0
211221_Smp_7803_F,Cyano,7803,beta-Glutamic acid,0.07199694159770435,3.5998470798852175e-4
211221_Smp_8102_A,Cyano,8102,beta-Glutamic acid,0,0
211221_Smp_8102_F,Cyano,8102,beta-Glutamic acid,8.102203802349578e-4,5.401469201566385e-6
211221_Smp_8501_B,Cyano,WH8501,beta-Glutamic acid,0.00156087121908349,1.2486969752667942e-5
211221_Smp_8501_C,Cyano,WH8501,beta-Glutamic acid,0.0047729006865752,2.5455470328401076e-5
211221_Smp_8501_D,Cyano,WH8501,beta-Glutamic acid,0.00355228471850058,2.8418277748004705e-5
211221_Smp_As9601_A,Cyano,As9601,beta-Glutamic acid,0.04728130258810877,7.565008414097403e-4
211221_Smp_As9601_B,Cyano,As9601,beta-Glutamic acid,0.02536020880710254,4.0576334091364064e-4
211221_Smp_As9601_C,Cyano,As9601,beta-Glutamic acid,0.08801754172397108,0.00140828066758353
211221_Smp_MED4_D,Cyano,MED4,beta-Glutamic acid,0.00348276619316653,1.7413830965832687e-5
211221_Smp_MED4_E,Cyano,MED4,beta-Glutamic acid,0.01066891729853826,5.334458649269132e-5
211221_Smp_MED4_F,Cyano,MED4,beta-Glutamic acid,0.09882139211729908,4.941069605864953e-4
211221_Smp_Nat_A,Cyano,NATL2A,beta-Glutamic acid,0.00131625057627118,2.1060009220339022e-5
211221_Smp_Nat_B,Cyano,NATL2A,beta-Glutamic acid,0.01943397215639856,3.1094355450237695e-4
211221_Smp_Nat_C,Cyano,NATL2A,beta-Glutamic acid,0.06126820603318098,9.802912965308956e-4
211215_Smp_Cy_A,Diatom,Cy,beta-Glutamic acid,1.619473837670603,0.01079649225113735
211215_Smp_Cy_B,Diatom,Cy,beta-Glutamic acid,0.7241537413804993,0.00482769160920332
211215_Smp_Cy_C,Diatom,Cy,beta-Glutamic acid,2.668307844778624,0.01778871896519082
211215_Smp_Np_A,Diatom,Np,beta-Glutamic acid,0,0
211215_Smp_Np_C,Diatom,Np,beta-Glutamic acid,0.00571478542537165,2.2859141701486624e-5
211215_Smp_Np_F,Diatom,Np,beta-Glutamic acid,0.00160375501327763,6.4150200531105575e-6
211215_Smp_Pc55x_A,Diatom,Pc55x,beta-Glutamic acid,0,0
211215_Smp_Pc55x_B,Diatom,Pc55x,beta-Glutamic acid,0,0
211215_Smp_Pc55x_C,Diatom,Pc55x,beta-Glutamic acid,0.0010488329944766,5.593775970541868e-6
211215_Smp_Pt_C,Diatom,Pt,beta-Glutamic acid,28.207145950322055,0.11282858380128824
211215_Smp_Pt_F,Diatom,Pt,beta-Glutamic acid,46.54961734502248,0.1861984693800899
211215_Smp_To_A,Diatom,To,beta-Glutamic acid,0,0
211215_Smp_To_B,Diatom,To,beta-Glutamic acid,0.00551580335111179,2.2063213404447175e-5
211215_Smp_To_C,Diatom,To,beta-Glutamic acid,0.05877895031536578,2.351158012614631e-4
211215_Smp_Tp_A,Diatom,Tp,beta-Glutamic acid,0.3414890612664468,0.00118778803918764
211215_Smp_Tp_E,Diatom,Tp,beta-Glutamic acid,0.03818063484056833,1.5272253936227334e-4
211215_Smp_Tp_F,Diatom,Tp,beta-Glutamic acid,0.00820813714214694,2.85500422335546e-5
211218_Smp_449_A,Dino,449,beta-Glutamic acid,0.0482249300792268,8.0374883465378e-4
211218_Smp_449_B,Dino,449,beta-Glutamic acid,0.00412423453064202,6.873724217736704e-5
211218_Smp_449_C,Dino,449,beta-Glutamic acid,0,0
211218_Smp_1314_A,Dino,1314,beta-Glutamic acid,0,0
211218_Smp_1314_B,Dino,1314,beta-Glutamic acid,0,0
211218_Smp_1314_C,Dino,1314,beta-Glutamic acid,9.038046161798586e-4,1.5063410269664309e-5
211218_Smp_1545_A,Prasinophyte,1545,beta-Glutamic acid,0,0
211218_Smp_1545_B,Prasinophyte,1545,beta-Glutamic acid,0,0
211218_Smp_1545_C,Prasinophyte,1545,beta-Glutamic acid,0,0
211218_Smp_1771_A,Dino,1771,beta-Glutamic acid,0.00688204934558948,1.1470082242649142e-4
211218_Smp_1771_B,Dino,1771,beta-Glutamic acid,7.776599124207115e-4,1.2960998540345188e-5
211218_Smp_1771_C,Dino,1771,beta-Glutamic acid,0.00225070042797601,3.751167379960029e-5
211218_Smp_2021_A,Dino,2021,beta-Glutamic acid,0.01328956640357044,1.0848625635567706e-4
211218_Smp_2021_B,Dino,2021,beta-Glutamic acid,0.13562444655199776,0.00110713833919998
211218_Smp_2021_C,Dino,2021,beta-Glutamic acid,0,0
211218_Smp_3430_A,Prasinophyte,3430,beta-Glutamic acid,0,0
211218_Smp_3430_B,Prasinophyte,3430,beta-Glutamic acid,0.00131887774191598,2.110204387065578e-5
211218_Smp_3430_C,Prasinophyte,3430,beta-Glutamic acid,0.00224664351288024,3.594629620608393e-5
220111_Smp_DSS3_A,Bacteria,DSS3,beta-Glutamic acid,0.2171941637473237,0.00289592218329764
220111_Smp_DSS3_B,Bacteria,DSS3,beta-Glutamic acid,0.04135445092478727,5.513926789971637e-4
220111_Smp_DSS3_C,Bacteria,DSS3,beta-Glutamic acid,0.4026148122218668,0.00536819749629155
220111_Smp_Och_A,Bacteria,OCh114,beta-Glutamic acid,0.00432982015580346,5.7730935410712895e-5
220111_Smp_Och_B,Bacteria,OCh114,beta-Glutamic acid,0.03510185977061219,4.680247969414958e-4
220111_Smp_Och_C,Bacteria,OCh114,beta-Glutamic acid,0.04212703323096515,5.616937764128687e-4
220111_Smp_SA7_A,Bacteria,SA7,beta-Glutamic acid,0.03908273696756599,5.211031595675465e-4
220111_Smp_SA7_B,Bacteria,SA7,beta-Glutamic acid,0.01411873624282703,2.258997798852326e-4
220111_Smp_SA7_C,Bacteria,SA7,beta-Glutamic acid,0,0
220111_Smp_SA11_A,Bacteria,SA11,beta-Glutamic acid,0.31052145435973194,0.00414028605812976
220111_Smp_SA11_B,Bacteria,SA11,beta-Glutamic acid,0.01906658209621533,2.542210946162044e-4
220111_Smp_SA11_C,Bacteria,SA11,beta-Glutamic acid,0.0369395384599249,4.925271794656653e-4
220111_Smp_SA16_A,Bacteria,SA16,beta-Glutamic acid,1.044414435791741,0.01392552581055654
220111_Smp_SA16_B,Bacteria,SA16,beta-Glutamic acid,0.03807378492584942,5.076504656779922e-4
220111_Smp_SA16_C,Bacteria,SA16,beta-Glutamic acid,0.5318845102296434,0.00709179346972857
220111_Smp_SA36_A,Bacteria,SA36,beta-Glutamic acid,0.00239543800579732,3.1939173410631e-5
220111_Smp_SA36_B,Bacteria,SA36,beta-Glutamic acid,0.02883080367905615,3.8441071572074874e-4
220111_Smp_SA36_C,Bacteria,SA36,beta-Glutamic acid,0.08926419322565313,0.0011901892430087
220111_Smp_SA42_A,Bacteria,SA42,beta-Glutamic acid,0.11033415680946636,0.00147112209079288
220111_Smp_SA44_B,Bacteria,SA44,beta-Glutamic acid,0,0
220111_Smp_SA44_C,Bacteria,SA44,beta-Glutamic acid,0.00624895823868142,8.331944318241895e-5
220111_Smp_SA48_A,Bacteria,SA48,beta-Glutamic acid,0.01326284529071601,2.6525690581432037e-4
220111_Smp_SA48_B,Bacteria,SA48,beta-Glutamic acid,0.02447943508476802,4.895887016953605e-4
220111_Smp_SA48_C,Bacteria,SA48,beta-Glutamic acid,0.00257280337291105,3.4304044972147455e-5
220111_Smp_SA53_A,Bacteria,SA53,beta-Glutamic acid,0.00171227641843195,2.2830352245759423e-5
220111_Smp_SA53_B,Bacteria,SA53,beta-Glutamic acid,0.00241520935278697,3.8643349644591663e-5
220111_Smp_SA53_C,Bacteria,SA53,beta-Glutamic acid,0,0
220111_Smp_SA55_A,Bacteria,SA55,beta-Glutamic acid,12.841417422341678,0.1712188989645557
220111_Smp_SA55_B,Bacteria,SA55,beta-Glutamic acid,13.828562765716567,0.1843808368762209
220111_Smp_SA55_C,Bacteria,SA55,beta-Glutamic acid,13.321822987413452,0.17762430649884603
220111_Smp_SCM1_Exp1,Bacteria,Nmar,beta-Glutamic acid,110.3080783714186,0.02941548756571162
220111_Smp_SCM1_Exp2,Bacteria,Nmar,beta-Glutamic acid,105.80018876442408,0.02821338367051308
220111_Smp_SCM1_Exp3,Bacteria,Nmar,beta-Glutamic acid,122.32313885817597,0.03261950369551358
220111_Smp_DSS3_A,Bacteria,DSS3,Arsenobetaine,0,0
220111_Smp_DSS3_B,Bacteria,DSS3,Arsenobetaine,0,0
220111_Smp_DSS3_C,Bacteria,DSS3,Arsenobetaine,0,0
220111_Smp_Och_A,Bacteria,OCh114,Arsenobetaine,0,0
220111_Smp_Och_B,Bacteria,OCh114,Arsenobetaine,0,0
220111_Smp_Och_C,Bacteria,OCh114,Arsenobetaine,0,0
220111_Smp_SA7_A,Bacteria,SA7,Arsenobetaine,0,0
220111_Smp_SA7_B,Bacteria,SA7,Arsenobetaine,0,0
220111_Smp_SA7_C,Bacteria,SA7,Arsenobetaine,0,0
220111_Smp_SA11_A,Bacteria,SA11,Arsenobetaine,0,0
220111_Smp_SA11_B,Bacteria,SA11,Arsenobetaine,6.3697282734024175e-6,8.492971031203222e-8
220111_Smp_SA11_C,Bacteria,SA11,Arsenobetaine,0,0
220111_Smp_SA16_A,Bacteria,SA16,Arsenobetaine,0,0
220111_Smp_SA16_B,Bacteria,SA16,Arsenobetaine,0,0
220111_Smp_SA16_C,Bacteria,SA16,Arsenobetaine,0,0
220111_Smp_SA36_A,Bacteria,SA36,Arsenobetaine,6.9250286362905085e-6,9.233371515054013e-8
220111_Smp_SA36_B,Bacteria,SA36,Arsenobetaine,0,0
220111_Smp_SA36_C,Bacteria,SA36,Arsenobetaine,2.7628782799413614e-6,3.683837706588481e-8
220111_Smp_SA42_A,Bacteria,SA42,Arsenobetaine,0,0
220111_Smp_SA44_B,Bacteria,SA44,Arsenobetaine,6.732845664750401e-6,8.977127553000533e-8
220111_Smp_SA44_C,Bacteria,SA44,Arsenobetaine,0,0
220111_Smp_SA48_A,Bacteria,SA48,Arsenobetaine,0,0
220111_Smp_SA48_B,Bacteria,SA48,Arsenobetaine,0,0
220111_Smp_SA48_C,Bacteria,SA48,Arsenobetaine,8.100138432412569e-6,1.0800184576550093e-7
220111_Smp_SA53_A,Bacteria,SA53,Arsenobetaine,1.1137840977688375e-5,1.4850454636917834e-7
220111_Smp_SA53_B,Bacteria,SA53,Arsenobetaine,0,0
220111_Smp_SA53_C,Bacteria,SA53,Arsenobetaine,0,0
220111_Smp_SA55_A,Bacteria,SA55,Arsenobetaine,0,0
220111_Smp_SA55_B,Bacteria,SA55,Arsenobetaine,0,0
220111_Smp_SA55_C,Bacteria,SA55,Arsenobetaine,0,0
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Arsenobetaine,0,0
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Arsenobetaine,0,0
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Arsenobetaine,0,0
220111_Smp_DSS3_A,Bacteria,DSS3,Glycine betaine,1.8920518335459824,0.02522735778061309
220111_Smp_DSS3_B,Bacteria,DSS3,Glycine betaine,2.080660571155218,0.02774214094873624
220111_Smp_DSS3_C,Bacteria,DSS3,Glycine betaine,1.6681989295668858,0.02224265239422514
220111_Smp_Och_A,Bacteria,OCh114,Glycine betaine,0.0613922840123236,8.185637868309812e-4
220111_Smp_Och_B,Bacteria,OCh114,Glycine betaine,0.1006480515623689,0.00134197402083158
220111_Smp_Och_C,Bacteria,OCh114,Glycine betaine,0.10511000455866398,0.00140146672744885
220111_Smp_SA7_A,Bacteria,SA7,Glycine betaine,0.7509627802597569,0.01001283707013009
220111_Smp_SA7_B,Bacteria,SA7,Glycine betaine,1.3208694684981661,0.02113391149597065
220111_Smp_SA7_C,Bacteria,SA7,Glycine betaine,0.6149798004691491,0.00983967680750638
220111_Smp_SA11_A,Bacteria,SA11,Glycine betaine,0.20537058085028936,0.00273827441133719
220111_Smp_SA11_B,Bacteria,SA11,Glycine betaine,0.2192639488265936,0.00292351931768791
220111_Smp_SA11_C,Bacteria,SA11,Glycine betaine,0.20856648884234044,0.00278088651789787
220111_Smp_SA16_A,Bacteria,SA16,Glycine betaine,0.3743375272494419,0.00499116702999255
220111_Smp_SA16_B,Bacteria,SA16,Glycine betaine,0.4112903346042676,0.0054838711280569
220111_Smp_SA16_C,Bacteria,SA16,Glycine betaine,0.36399207310712767,0.00485322764142836
220111_Smp_SA36_A,Bacteria,SA36,Glycine betaine,0.4281672608636879,0.00570889681151583
220111_Smp_SA36_B,Bacteria,SA36,Glycine betaine,0.5075449716168483,0.00676726628822464
220111_Smp_SA36_C,Bacteria,SA36,Glycine betaine,0.40757432881001465,0.00543432438413352
220111_Smp_SA42_A,Bacteria,SA42,Glycine betaine,0.2455674815347509,0.00327423308713001
220111_Smp_SA44_B,Bacteria,SA44,Glycine betaine,0.5357606173939102,0.00714347489858546
220111_Smp_SA44_C,Bacteria,SA44,Glycine betaine,0.5948893770185241,0.00793185836024698
220111_Smp_SA48_A,Bacteria,SA48,Glycine betaine,0.14235841967330445,0.00284716839346608
220111_Smp_SA48_B,Bacteria,SA48,Glycine betaine,0.1329248099789151,0.0026584961995783
220111_Smp_SA48_C,Bacteria,SA48,Glycine betaine,0.23667796306373,0.00315570617418306
220111_Smp_SA53_A,Bacteria,SA53,Glycine betaine,0.31170666431320004,0.00415608885750933
220111_Smp_SA53_B,Bacteria,SA53,Glycine betaine,0.3278500953210848,0.00524560152513735
220111_Smp_SA53_C,Bacteria,SA53,Glycine betaine,0.34046704265598693,0.00544747268249579
220111_Smp_SA55_A,Bacteria,SA55,Glycine betaine,1.221818949242,0.01629091932322667
220111_Smp_SA55_B,Bacteria,SA55,Glycine betaine,1.4973297259424427,0.01996439634589923
220111_Smp_SA55_C,Bacteria,SA55,Glycine betaine,0.8000675265094436,0.01066756702012591
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Glycine betaine,0.04818602440046993,1.2849606506791982e-5
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Glycine betaine,0.05485906151899002,1.4629083071730672e-5
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Glycine betaine,0.04967550495015765,1.3246801320042035e-5
220111_Smp_DSS3_A,Bacteria,DSS3,Homarine,2.610697311425671e-4,3.4809297485675615e-6
220111_Smp_DSS3_B,Bacteria,DSS3,Homarine,1.595300262673958e-4,2.127067016898611e-6
220111_Smp_DSS3_C,Bacteria,DSS3,Homarine,0,0
220111_Smp_Och_A,Bacteria,OCh114,Homarine,0,0
220111_Smp_Och_B,Bacteria,OCh114,Homarine,0,0
220111_Smp_Och_C,Bacteria,OCh114,Homarine,0,0
220111_Smp_SA7_A,Bacteria,SA7,Homarine,0,0
220111_Smp_SA7_B,Bacteria,SA7,Homarine,0,0
220111_Smp_SA7_C,Bacteria,SA7,Homarine,0,0
220111_Smp_SA11_A,Bacteria,SA11,Homarine,0,0
220111_Smp_SA11_B,Bacteria,SA11,Homarine,0,0
220111_Smp_SA11_C,Bacteria,SA11,Homarine,0,0
220111_Smp_SA16_A,Bacteria,SA16,Homarine,0,0
220111_Smp_SA16_B,Bacteria,SA16,Homarine,0,0
220111_Smp_SA16_C,Bacteria,SA16,Homarine,0,0
220111_Smp_SA36_A,Bacteria,SA36,Homarine,0,0
220111_Smp_SA36_B,Bacteria,SA36,Homarine,0,0
220111_Smp_SA36_C,Bacteria,SA36,Homarine,0,0
220111_Smp_SA42_A,Bacteria,SA42,Homarine,0,0
220111_Smp_SA44_B,Bacteria,SA44,Homarine,0,0
220111_Smp_SA44_C,Bacteria,SA44,Homarine,0,0
220111_Smp_SA48_A,Bacteria,SA48,Homarine,0,0
220111_Smp_SA48_B,Bacteria,SA48,Homarine,0,0
220111_Smp_SA48_C,Bacteria,SA48,Homarine,0,0
220111_Smp_SA53_A,Bacteria,SA53,Homarine,0,0
220111_Smp_SA53_B,Bacteria,SA53,Homarine,6.718602956410647e-5,1.0749764730257034e-6
220111_Smp_SA53_C,Bacteria,SA53,Homarine,0,0
220111_Smp_SA55_A,Bacteria,SA55,Homarine,0,0
220111_Smp_SA55_B,Bacteria,SA55,Homarine,0,0
220111_Smp_SA55_C,Bacteria,SA55,Homarine,0,0
220111_Smp_SCM1_Exp1,Bacteria,Nmar,Homarine,0,0
220111_Smp_SCM1_Exp2,Bacteria,Nmar,Homarine,0,0
220111_Smp_SCM1_Exp3,Bacteria,Nmar,Homarine,1.0595648637823982e-4,2.8255063034197282e-8
220111_Smp_DSS3_A,Bacteria,DSS3,L-Alanine,9.94638359418548,0.13261844792247307
220111_Smp_DSS3_B,Bacteria,DSS3,L-Alanine,8.36606190918931,0.11154749212252414
220111_Smp_DSS3_C,Bacteria,DSS3,L-Alanine,6.365178657027669,0.08486904876036892
220111_Smp_Och_A,Bacteria,OCh114,L-Alanine,11.469634911317437,0.15292846548423245
220111_Smp_Och_B,Bacteria,OCh114,L-Alanine,10.376482782896684,0.13835310377195578
220111_Smp_Och_C,Bacteria,OCh114,L-Alanine,10.751109504705132,0.14334812672940178
220111_Smp_SA7_A,Bacteria,SA7,L-Alanine,27.379717282068928,0.3650628970942523
220111_Smp_SA7_B,Bacteria,SA7,L-Alanine,27.53241023901189,0.4405185638241903
220111_Smp_SA7_C,Bacteria,SA7,L-Alanine,29.86345857787379,0.47781533724598063
220111_Smp_SA11_A,Bacteria,SA11,L-Alanine,36.46590851804587,0.48621211357394495
220111_Smp_SA11_B,Bacteria,SA11,L-Alanine,42.993626102036366,0.5732483480271515
220111_Smp_SA11_C,Bacteria,SA11,L-Alanine,32.479054729510544,0.4330540630601406
220111_Smp_SA16_A,Bacteria,SA16,L-Alanine,61.05627038747061,0.8140836051662748
220111_Smp_SA16_B,Bacteria,SA16,L-Alanine,84.05184133211581,1.1206912177615442
220111_Smp_SA16_C,Bacteria,SA16,L-Alanine,84.4293065361815,1.1257240871490868
220111_Smp_SA36_A,Bacteria,SA36,L-Alanine,131.55613890969943,1.7540818521293255
220111_Smp_SA36_B,Bacteria,SA36,L-Alanine,150.19537966903937,2.002605062253858
220111_Smp_SA36_C,Bacteria,SA36,L-Alanine,120.47708495514578,1.6063611327352771
220111_Smp_SA42_A,Bacteria,SA42,L-Alanine,12.458956105533796,0.1661194147404506
220111_Smp_SA44_B,Bacteria,SA44,L-Alanine,17.500449216499995,0.23333932288666656
220111_Smp_SA44_C,Bacteria,SA44,L-Alanine,19.240928560194895,0.2565457141359319
220111_Smp_SA48_A,Bacteria,SA48,L-Alanine,6.146857344678637,0.12293714689357274
220111_Smp_SA48_B,Bacteria,SA48,L-Alanine,7.185090787780275,0.1437018157556055
220111_Smp_SA48_C,Bacteria,SA48,L-Alanine,21.228265876568095,0.28304354502090795
220111_Smp_SA53_A,Bacteria,SA53,L-Alanine,36.15934233874698,0.4821245645166264
220111_Smp_SA53_B,Bacteria,SA53,L-Alanine,18.39229187099688,0.2942766699359501
220111_Smp_SA53_C,Bacteria,SA53,L-Alanine,32.61477526302278,0.5218364042083645
220111_Smp_SA55_A,Bacteria,SA55,L-Alanine,9.463814446067827,0.12618419261423772
220111_Smp_SA55_B,Bacteria,SA55,L-Alanine,8.906435314176246,0.11875247085568326
220111_Smp_SA55_C,Bacteria,SA55,L-Alanine,7.439780182012458,0.09919706909349944
220111_Smp_SCM1_Exp1,Bacteria,Nmar,L-Alanine,0.3804289328437626,1.0144771542500336e-4
220111_Smp_SCM1_Exp2,Bacteria,Nmar,L-Alanine,0.4087107292892233,1.0898952781045952e-4
220111_Smp_SCM1_Exp3,Bacteria,Nmar,L-Alanine,0.420095787338774,1.1202554329033972e-4
211221_Smp_1314P_A,Cyano,1314P,Arsenobetaine,0,0
211221_Smp_1314P_B,Cyano,1314P,Arsenobetaine,8.682996070572126e-6,1.3892793712915404e-7
211221_Smp_1314P_C,Cyano,1314P,Arsenobetaine,6.902994986006712e-6,1.1044791977610739e-7
211221_Smp_7803_B,Cyano,7803,Arsenobetaine,0,0
211221_Smp_7803_F,Cyano,7803,Arsenobetaine,0,0
211221_Smp_8102_A,Cyano,8102,Arsenobetaine,0,0
211221_Smp_8102_F,Cyano,8102,Arsenobetaine,0,0
211221_Smp_8501_B,Cyano,WH8501,Arsenobetaine,0,0
211221_Smp_8501_C,Cyano,WH8501,Arsenobetaine,0,0
211221_Smp_8501_D,Cyano,WH8501,Arsenobetaine,0,0
211221_Smp_As9601_A,Cyano,As9601,Arsenobetaine,0,0
211221_Smp_As9601_B,Cyano,As9601,Arsenobetaine,6.3344269486140775e-6,1.0135083117782525e-7
211221_Smp_As9601_C,Cyano,As9601,Arsenobetaine,0,0
211221_Smp_MED4_D,Cyano,MED4,Arsenobetaine,0,0
211221_Smp_MED4_E,Cyano,MED4,Arsenobetaine,0,0
211221_Smp_MED4_F,Cyano,MED4,Arsenobetaine,0,0
211221_Smp_Nat_A,Cyano,NATL2A,Arsenobetaine,0,0
211221_Smp_Nat_B,Cyano,NATL2A,Arsenobetaine,1.5214704613678551e-5,2.4343527381885684e-7
211221_Smp_Nat_C,Cyano,NATL2A,Arsenobetaine,0,0
211221_Smp_1314P_A,Cyano,1314P,Glycine betaine,0.1806212101175988,0.00288993936188158
211221_Smp_1314P_B,Cyano,1314P,Glycine betaine,0.04354441646309918,6.96710663409587e-4
211221_Smp_1314P_C,Cyano,1314P,Glycine betaine,0.10587245703493006,0.00169395931255888
211221_Smp_7803_B,Cyano,7803,Glycine betaine,612.0781726180568,3.0603908630902836
211221_Smp_7803_F,Cyano,7803,Glycine betaine,691.4370454009423,3.457185227004712
211221_Smp_8102_A,Cyano,8102,Glycine betaine,285.12462268897787,1.900830817926519
211221_Smp_8102_F,Cyano,8102,Glycine betaine,226.1150847396107,1.5074338982640711
211221_Smp_8501_B,Cyano,WH8501,Glycine betaine,0.6300318787667574,0.00504025503013405
211221_Smp_8501_C,Cyano,WH8501,Glycine betaine,0.8956654462936038,0.00477688238023255
211221_Smp_8501_D,Cyano,WH8501,Glycine betaine,0.7184905394581914,0.00574792431566553
211221_Smp_As9601_A,Cyano,As9601,Glycine betaine,0.04589980204675339,7.343968327480541e-4
211221_Smp_As9601_B,Cyano,As9601,Glycine betaine,0.08515102510319285,0.00136241640165108
211221_Smp_As9601_C,Cyano,As9601,Glycine betaine,0.13923126325101942,0.00222770021201631
211221_Smp_MED4_D,Cyano,MED4,Glycine betaine,0.06192196670873514,3.096098335436757e-4
211221_Smp_MED4_E,Cyano,MED4,Glycine betaine,0.08799251733538051,4.3996258667690255e-4
211221_Smp_MED4_F,Cyano,MED4,Glycine betaine,0.09856572617139976,4.928286308569986e-4
211221_Smp_Nat_A,Cyano,NATL2A,Glycine betaine,0.13141420847748594,0.00210262733563977
211221_Smp_Nat_B,Cyano,NATL2A,Glycine betaine,0.082742775578915,0.00132388440926264
211221_Smp_Nat_C,Cyano,NATL2A,Glycine betaine,0.11526319887199282,0.00184421118195188
211221_Smp_1314P_A,Cyano,1314P,Homarine,7.771573087920739e-6,1.2434516940673182e-7
211221_Smp_1314P_B,Cyano,1314P,Homarine,5.581410883643933e-6,8.930257413830295e-8
211221_Smp_1314P_C,Cyano,1314P,Homarine,6.319284315862849e-5,1.011085490538056e-6
211221_Smp_7803_B,Cyano,7803,Homarine,0.9250854967245878,0.00462542748362294
211221_Smp_7803_F,Cyano,7803,Homarine,1.1165061966475835,0.00558253098323791
211221_Smp_8102_A,Cyano,8102,Homarine,314.7486509181516,2.098324339454344
211221_Smp_8102_F,Cyano,8102,Homarine,317.6529685488054,2.1176864569920357
211221_Smp_8501_B,Cyano,WH8501,Homarine,0.04821897677416672,3.857518141933338e-4
211221_Smp_8501_C,Cyano,WH8501,Homarine,0.01249167216534667,6.662225154851558e-5
211221_Smp_8501_D,Cyano,WH8501,Homarine,0.0031890554204363,2.5512443363490448e-5
211221_Smp_As9601_A,Cyano,As9601,Homarine,7.074559969831678e-6,1.1319295951730685e-7
211221_Smp_As9601_B,Cyano,As9601,Homarine,3.424522161189679e-5,5.479235457903486e-7
211221_Smp_As9601_C,Cyano,As9601,Homarine,0,0
211221_Smp_MED4_D,Cyano,MED4,Homarine,8.046463670276821e-5,4.02323183513841e-7
211221_Smp_MED4_E,Cyano,MED4,Homarine,4.9910071974462565e-5,2.495503598723128e-7
211221_Smp_MED4_F,Cyano,MED4,Homarine,1.6224486121294333e-4,8.112243060647165e-7
211221_Smp_Nat_A,Cyano,NATL2A,Homarine,0,0
211221_Smp_Nat_B,Cyano,NATL2A,Homarine,0,0
211221_Smp_Nat_C,Cyano,NATL2A,Homarine,1.6482740042205168e-4,2.6372384067528273e-6
211221_Smp_1314P_A,Cyano,1314P,L-Alanine,2.4939603990386923,0.03990336638461907
211221_Smp_1314P_B,Cyano,1314P,L-Alanine,3.656578508006688,0.058505256128107
211221_Smp_1314P_C,Cyano,1314P,L-Alanine,5.234388483821057,0.08375021574113692
211221_Smp_7803_B,Cyano,7803,L-Alanine,52.26920991987028,0.2613460495993514
211221_Smp_7803_F,Cyano,7803,L-Alanine,57.91660965353955,0.28958304826769776
211221_Smp_8102_A,Cyano,8102,L-Alanine,31.56944676583654,0.21046297843891024
211221_Smp_8102_F,Cyano,8102,L-Alanine,31.163585596764836,0.20775723731176557
211221_Smp_8501_B,Cyano,WH8501,L-Alanine,5.728651418479069,0.04582921134783255
211221_Smp_8501_C,Cyano,WH8501,L-Alanine,6.92496060655638,0.03693312323496736
211221_Smp_8501_D,Cyano,WH8501,L-Alanine,4.360448418567497,0.03488358734853997
211221_Smp_As9601_A,Cyano,As9601,L-Alanine,11.500175548055337,0.18400280876888536
211221_Smp_As9601_B,Cyano,As9601,L-Alanine,9.97796370267488,0.15964741924279807
211221_Smp_As9601_C,Cyano,As9601,L-Alanine,10.351845431597877,0.16562952690556598
211221_Smp_MED4_D,Cyano,MED4,L-Alanine,9.184019308465729,0.04592009654232863
211221_Smp_MED4_E,Cyano,MED4,L-Alanine,12.501234069492522,0.06250617034746261
211221_Smp_MED4_F,Cyano,MED4,L-Alanine,8.848114140212077,0.04424057070106039
211221_Smp_Nat_A,Cyano,NATL2A,L-Alanine,8.060264253468763,0.1289642280555002
211221_Smp_Nat_B,Cyano,NATL2A,L-Alanine,7.530659141322673,0.12049054626116276
211221_Smp_Nat_C,Cyano,NATL2A,L-Alanine,7.076704986600546,0.11322727978560872
