Part.SampID,Diss.SampID,Cruise,Region,Compound,compound.name.figure,Part.Conc.nM,Diss.Conc.nM.adj,Total.Conc.nM,Part.Flag,Diss.Flag,Tot.Flag
221006_Smp_S4_C1_D1_A,NA,RC078,PS,Proline betaine,Proline betaine,0.02031639551302432,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D1_B,NA,RC078,PS,Proline betaine,Proline betaine,0.01921755889723089,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D1_C,NA,RC078,PS,Proline betaine,Proline betaine,0.01797072395024723,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_A,NA,RC078,PS,Proline betaine,Proline betaine,0.02804704896214028,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_B,NA,RC078,PS,Proline betaine,Proline betaine,0.04066286528730581,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_C,NA,RC078,PS,Proline betaine,Proline betaine,0.02958201210976928,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_A,NA,RC078,PS,Proline betaine,Proline betaine,0.01615623818406601,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_B,NA,RC078,PS,Proline betaine,Proline betaine,0.02084707376929606,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_C,NA,RC078,PS,Proline betaine,Proline betaine,0.07731043606215864,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_A,NA,RC078,PS,Proline betaine,Proline betaine,0.07623453538580821,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_B,NA,RC078,PS,Proline betaine,Proline betaine,0.09860495213697185,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_C,NA,RC078,PS,Proline betaine,Proline betaine,0.02313246269720913,NA,NA,NA,NA,NA
221006_Smp_S5_C3_D2_A,240415_Smp_S5_C3_D2_A,RC078,PS,Proline betaine,Proline betaine,0.24985505572192657,0.193301800334947,0.4431568560568736,NA,NA,NA
221006_Smp_S5_C3_D2_B,240415_Smp_S5_C3_D2_B,RC078,PS,Proline betaine,Proline betaine,0.28865212505968346,0.15831398145194037,0.44696610651162383,NA,NA,NA
221006_Smp_S5_C3_D2_C,240415_Smp_S5_C3_D2_C,RC078,PS,Proline betaine,Proline betaine,0.3389972052704212,0.11700969018725768,0.4560068954576789,NA,NA,NA
221006_Smp_S5_C3_D3_A,240415_Smp_S5_C3_D3_A,RC078,PS,Proline betaine,Proline betaine,0.1283686458509567,0.0959982876373474,0.2243669334883041,NA,NA,NA
221006_Smp_S5_C3_D3_B,240415_Smp_S5_C3_D3_B,RC078,PS,Proline betaine,Proline betaine,0.37954119178068135,0.2391587275874362,0.6186999193681175,NA,NA,NA
221006_Smp_S5_C3_D3_C,240415_Smp_S5_C3_D3_C,RC078,PS,Proline betaine,Proline betaine,0.3111412991161452,0.2256830396128877,0.5368243387290329,NA,NA,NA
221006_Smp_S6_C1_D1_A,240415_Smp_S6_C1_D1_A,RC078,PS,Proline betaine,Proline betaine,0.0671398472393338,0.3933796911666601,0.4605195384059939,NA,NA,NA
221006_Smp_S6_C1_D1_B,240415_Smp_S6_C1_D1_B,RC078,PS,Proline betaine,Proline betaine,0.04936536860444304,0.2692938001121631,0.3186591687166061,NA,NA,NA
221006_Smp_S6_C1_D1_C,240415_Smp_S6_C1_D1_C,RC078,PS,Proline betaine,Proline betaine,0.07150806997236737,0.3608983852679994,0.4324064552403667,NA,NA,NA
221006_Smp_S6_C1_D2_A,240415_Smp_S6_C1_D2_A,RC078,PS,Proline betaine,Proline betaine,0.03648057128865698,0.10737984031866088,0.14386041160731786,NA,NA,NA
221006_Smp_S6_C1_D2_B,240415_Smp_S6_C1_D2_B,RC078,PS,Proline betaine,Proline betaine,0.036574785248792,0.05159652503691869,0.08817131028571068,NA,NA,NA
221006_Smp_S6_C1_D2_C,240415_Smp_S6_C1_D2_C,RC078,PS,Proline betaine,Proline betaine,0.038795092325475,0.1421546316997399,0.18094972402521492,NA,NA,NA
221006_Smp_S7_C3_D5_A,240415_Smp_S7_C3_D5_A,RC078,PS,Proline betaine,Proline betaine,0.14430094662384524,0.24883006431033797,0.3931310109341832,NA,NA,NA
221006_Smp_S7_C3_D5_B,240415_Smp_S7_C3_D5_B,RC078,PS,Proline betaine,Proline betaine,0.08265586215802023,0.20185838386572125,0.2845142460237415,NA,NA,NA
221006_Smp_S7_C3_D5_C,240415_Smp_S7_C3_D5_C,RC078,PS,Proline betaine,Proline betaine,0.07678098354951404,0.23881706324389312,0.3155980467934072,NA,NA,NA
221006_Smp_S7_C3_D6_A,240415_Smp_S7_C3_D6_A,RC078,PS,Proline betaine,Proline betaine,0.15773498058002705,0.15468628678932436,0.3124212673693514,NA,NA,NA
221006_Smp_S7_C3_D6_B,240415_Smp_S7_C3_D6_B,RC078,PS,Proline betaine,Proline betaine,0.12249814295462574,0.12163303206499144,0.24413117501961715,NA,NA,NA
221006_Smp_S7_C3_D6_C,240415_Smp_S7_C3_D6_C,RC078,PS,Proline betaine,Proline betaine,0.13175729434876987,0.15402457034451325,0.28578186469328315,NA,NA,NA
221006_Smp_S8_C1_D1_A_2L,NA,RC078,PS,Proline betaine,Proline betaine,0.04817537723888606,NA,NA,NA,NA,NA
221006_Smp_S8_C1_D1_A_4L,NA,RC078,PS,Proline betaine,Proline betaine,0.05260272097905526,NA,NA,NA,NA,NA
221006_Smp_S8_C1_D2_A,NA,RC078,PS,Proline betaine,Proline betaine,0.03547208161991234,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_A,NA,RC078,PS,Sarcosine,Sarcosine,0.2195035557715873,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_B,NA,RC078,PS,Sarcosine,Sarcosine,0.2143316562207568,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_C,NA,RC078,PS,Sarcosine,Sarcosine,0.1777226492343207,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_A,NA,RC078,PS,Sarcosine,Sarcosine,0.1526827507140707,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_B,NA,RC078,PS,Sarcosine,Sarcosine,0.9107115172087874,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_C,NA,RC078,PS,Sarcosine,Sarcosine,0.13864769015212167,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_A,NA,RC078,PS,Sarcosine,Sarcosine,0.05038537927807229,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_B,NA,RC078,PS,Sarcosine,Sarcosine,0.0552508615907985,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_C,NA,RC078,PS,Sarcosine,Sarcosine,0.04250468974911572,NA,NA,NA,NA,NA
221006_Smp_S2_C4_D6_A,240415_Smp_S2_C4_D6_A,RC078,PS,Sarcosine,Sarcosine,0.05217092145440772,0.7212521347480633,0.773423056202471,NA,NA,NA
221006_Smp_S2_C4_D6_B,240415_Smp_S2_C4_D6_B,RC078,PS,Sarcosine,Sarcosine,0.06975869728652603,1.221480612695682,1.291239309982208,NA,NA,NA
221006_Smp_S2_C4_D6_C,240415_Smp_S2_C4_D6_C,RC078,PS,Sarcosine,Sarcosine,0.01655326123460155,0.44684634507661897,0.4633996063112205,NA,NA,NA
221006_Smp_S3_C2_D4_A,240415_Smp_S3_C2_D4_A,RC078,PS,Sarcosine,Sarcosine,0.02769995200930396,1.4975712032927104,1.5252711553020144,NA,NA,NA
221006_Smp_S3_C2_D4_B,240415_Smp_S3_C2_D4_B,RC078,PS,Sarcosine,Sarcosine,0.04500094020864979,1.2196721816391438,1.2646731218477936,NA,NA,NA
221006_Smp_S3_C2_D4_C,240415_Smp_S3_C2_D4_C,RC078,PS,Sarcosine,Sarcosine,0.03000220089638278,0.4178948370751117,0.4478970379714945,NA,NA,NA
221006_Smp_S4_C1_D1_A,NA,RC078,PS,Sarcosine,Sarcosine,0.01850343931206847,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D1_B,NA,RC078,PS,Sarcosine,Sarcosine,0.01473418216497394,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D1_C,NA,RC078,PS,Sarcosine,Sarcosine,0.01120052809316847,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_A,NA,RC078,PS,Sarcosine,Sarcosine,0.04170840167477641,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_B,NA,RC078,PS,Sarcosine,Sarcosine,0.04881892682734385,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_C,NA,RC078,PS,Sarcosine,Sarcosine,0.05112679537888602,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_A,NA,RC078,PS,Sarcosine,Sarcosine,0.04864378188313614,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_B,NA,RC078,PS,Sarcosine,Sarcosine,0.04190228659289395,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_C,NA,RC078,PS,Sarcosine,Sarcosine,0.10063732173965208,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_A,NA,RC078,PS,Sarcosine,Sarcosine,0.09698299231854832,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_B,NA,RC078,PS,Sarcosine,Sarcosine,0.15212495426609304,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_C,NA,RC078,PS,Sarcosine,Sarcosine,0.05577894747485744,NA,NA,NA,NA,NA
221006_Smp_S5_C3_D2_A,240415_Smp_S5_C3_D2_A,RC078,PS,Sarcosine,Sarcosine,0.3140549425438316,2.2181807375630616,2.532235680106893,NA,NA,NA
221006_Smp_S5_C3_D2_B,240415_Smp_S5_C3_D2_B,RC078,PS,Sarcosine,Sarcosine,0.5647381204872705,4.486295852296649,5.0510339727839195,NA,NA,NA
221006_Smp_S5_C3_D2_C,240415_Smp_S5_C3_D2_C,RC078,PS,Sarcosine,Sarcosine,0.7453170218094631,2.0790742382550103,2.8243912600644734,NA,NA,NA
221006_Smp_S5_C3_D3_A,240415_Smp_S5_C3_D3_A,RC078,PS,Sarcosine,Sarcosine,0.0866939427298658,1.5492148312117628,1.6359087739416287,NA,NA,NA
221006_Smp_S5_C3_D3_B,240415_Smp_S5_C3_D3_B,RC078,PS,Sarcosine,Sarcosine,0.7232837886818705,1.4668831548835015,2.190166943565372,NA,NA,NA
221006_Smp_S5_C3_D3_C,240415_Smp_S5_C3_D3_C,RC078,PS,Sarcosine,Sarcosine,0.3643074225862036,1.8841985681116964,2.2485059906979,NA,NA,NA
221006_Smp_S6_C1_D1_A,240415_Smp_S6_C1_D1_A,RC078,PS,Sarcosine,Sarcosine,0.41066656386995937,1.6496346304883027,2.060301194358262,NA,NA,NA
221006_Smp_S6_C1_D1_B,240415_Smp_S6_C1_D1_B,RC078,PS,Sarcosine,Sarcosine,1.7416229226918636,10.316172710156732,12.057795632848595,NA,NA,NA
221006_Smp_S6_C1_D1_C,240415_Smp_S6_C1_D1_C,RC078,PS,Sarcosine,Sarcosine,0.6520332605041532,0.4480891818996943,1.1001224424038476,NA,NA,NA
221006_Smp_S6_C1_D2_A,240415_Smp_S6_C1_D2_A,RC078,PS,Sarcosine,Sarcosine,0.47952979515235816,2.8066786781945847,3.2862084733469428,NA,NA,NA
221006_Smp_S6_C1_D2_B,240415_Smp_S6_C1_D2_B,RC078,PS,Sarcosine,Sarcosine,0.7052060122266168,1.081466766259129,1.786672778485746,NA,NA,NA
221006_Smp_S6_C1_D2_C,240415_Smp_S6_C1_D2_C,RC078,PS,Sarcosine,Sarcosine,1.1183260194545734,1.7542524079560176,2.872578427410591,NA,NA,NA
221006_Smp_S7_C3_D5_A,240415_Smp_S7_C3_D5_A,RC078,PS,Sarcosine,Sarcosine,0.7055494642311804,5.617900413584946,6.3234498778161266,NA,NA,NA
221006_Smp_S7_C3_D5_B,240415_Smp_S7_C3_D5_B,RC078,PS,Sarcosine,Sarcosine,0.4577025696419997,2.704074111207367,3.161776680849367,NA,NA,NA
221006_Smp_S7_C3_D5_C,240415_Smp_S7_C3_D5_C,RC078,PS,Sarcosine,Sarcosine,0.7158202666656558,6.068932541117671,6.784752807783327,NA,NA,NA
221006_Smp_S7_C3_D6_A,240415_Smp_S7_C3_D6_A,RC078,PS,Sarcosine,Sarcosine,0.8357240280782986,4.735267329498322,5.570991357576621,NA,NA,NA
221006_Smp_S7_C3_D6_B,240415_Smp_S7_C3_D6_B,RC078,PS,Sarcosine,Sarcosine,1.043244852275392,1.2714585016036146,2.3147033538790067,NA,NA,NA
221006_Smp_S7_C3_D6_C,240415_Smp_S7_C3_D6_C,RC078,PS,Sarcosine,Sarcosine,1.1431288114314793,2.3682954924742696,3.511424303905749,NA,NA,NA
221006_Smp_S8_C1_D1_A_2L,NA,RC078,PS,Sarcosine,Sarcosine,0.07707511024464896,NA,NA,NA,NA,NA
221006_Smp_S8_C1_D1_A_4L,NA,RC078,PS,Sarcosine,Sarcosine,0.13943572540848304,NA,NA,NA,NA,NA
221006_Smp_S8_C1_D2_A,NA,RC078,PS,Sarcosine,Sarcosine,0.05603493559823404,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_A,NA,RC078,PS,Trigonelline,Trigonelline,0.3469723004920728,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_B,NA,RC078,PS,Trigonelline,Trigonelline,0.3283053994113716,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_C,NA,RC078,PS,Trigonelline,Trigonelline,0.3832826090371555,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_A,NA,RC078,PS,Trigonelline,Trigonelline,0.1050929759960684,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_B,NA,RC078,PS,Trigonelline,Trigonelline,0.7156773408949653,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_C,NA,RC078,PS,Trigonelline,Trigonelline,0.2746237184238073,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_A,NA,RC078,PS,Trigonelline,Trigonelline,0.13107476922975572,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_B,NA,RC078,PS,Trigonelline,Trigonelline,0.21854456188383808,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_C,NA,RC078,PS,Trigonelline,Trigonelline,0.2520974328866952,NA,NA,NA,NA,NA
221006_Smp_S2_C4_D6_A,240415_Smp_S2_C4_D6_A,RC078,PS,Trigonelline,Trigonelline,0.12781042958910172,0.30992161518032796,0.4377320447694297,NA,NA,NA
221006_Smp_S2_C4_D6_B,240415_Smp_S2_C4_D6_B,RC078,PS,Trigonelline,Trigonelline,0.09945945054669222,0.5874628905132001,0.6869223410598924,NA,NA,NA
221006_Smp_S2_C4_D6_C,240415_Smp_S2_C4_D6_C,RC078,PS,Trigonelline,Trigonelline,0.06613746945035649,0.19520865306578716,0.26134612251614364,NA,NA,NA
221006_Smp_S3_C2_D4_A,240415_Smp_S3_C2_D4_A,RC078,PS,Trigonelline,Trigonelline,0.0852604587133553,0.1552279175163837,0.240488376229739,NA,NA,NA
221006_Smp_S3_C2_D4_B,240415_Smp_S3_C2_D4_B,RC078,PS,Trigonelline,Trigonelline,0.11706271726596522,0.3852630694425635,0.5023257867085287,NA,NA,NA
221006_Smp_S3_C2_D4_C,240415_Smp_S3_C2_D4_C,RC078,PS,Trigonelline,Trigonelline,0.08427066421824708,0.16328076196401636,0.24755142618226345,NA,NA,NA
221006_Smp_S4_C1_D1_A,NA,RC078,PS,Trigonelline,Trigonelline,0.05353823737466699,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D1_B,NA,RC078,PS,Trigonelline,Trigonelline,0.04882787003769903,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D1_C,NA,RC078,PS,Trigonelline,Trigonelline,0.04607522018064914,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_A,NA,RC078,PS,Trigonelline,Trigonelline,0.07552825369258197,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_B,NA,RC078,PS,Trigonelline,Trigonelline,0.11483157224343032,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_C,NA,RC078,PS,Trigonelline,Trigonelline,0.09177045943763489,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_A,NA,RC078,PS,Trigonelline,Trigonelline,0.07518514079638458,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_B,NA,RC078,PS,Trigonelline,Trigonelline,0.1117687173411758,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_C,NA,RC078,PS,Trigonelline,Trigonelline,0.18887086069362305,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_A,NA,RC078,PS,Trigonelline,Trigonelline,0.1902141364926567,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_B,NA,RC078,PS,Trigonelline,Trigonelline,0.24665804540655029,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_C,NA,RC078,PS,Trigonelline,Trigonelline,0.10726558661449714,NA,NA,NA,NA,NA
221006_Smp_S5_C3_D2_A,240415_Smp_S5_C3_D2_A,RC078,PS,Trigonelline,Trigonelline,0.499156656832622,0.9647870698207152,1.463943726653337,NA,NA,NA
221006_Smp_S5_C3_D2_B,240415_Smp_S5_C3_D2_B,RC078,PS,Trigonelline,Trigonelline,0.5325479277438558,0.8915424639884673,1.424090391732323,NA,NA,NA
221006_Smp_S5_C3_D2_C,240415_Smp_S5_C3_D2_C,RC078,PS,Trigonelline,Trigonelline,0.5999626531823569,0.5969786545332969,1.1969413077156537,NA,NA,NA
221006_Smp_S5_C3_D3_A,240415_Smp_S5_C3_D3_A,RC078,PS,Trigonelline,Trigonelline,0.23204530137709273,0.6989093554576348,0.9309546568347276,NA,NA,NA
221006_Smp_S5_C3_D3_B,240415_Smp_S5_C3_D3_B,RC078,PS,Trigonelline,Trigonelline,0.7653050530350989,1.920968305501137,2.686273358536236,NA,NA,NA
221006_Smp_S5_C3_D3_C,240415_Smp_S5_C3_D3_C,RC078,PS,Trigonelline,Trigonelline,0.6517258529622659,1.9368317988213757,2.5885576517836415,NA,NA,NA
221006_Smp_S6_C1_D1_A,240415_Smp_S6_C1_D1_A,RC078,PS,Trigonelline,Trigonelline,0.4539843265309816,6.743929774736828,7.19791410126781,NA,NA,NA
221006_Smp_S6_C1_D1_B,240415_Smp_S6_C1_D1_B,RC078,PS,Trigonelline,Trigonelline,0.33465758205070745,4.724714924752868,5.059372506803575,NA,NA,NA
221006_Smp_S6_C1_D1_C,240415_Smp_S6_C1_D1_C,RC078,PS,Trigonelline,Trigonelline,0.5330763760164905,7.202204054553173,7.735280430569663,NA,NA,NA
221006_Smp_S6_C1_D2_A,240415_Smp_S6_C1_D2_A,RC078,PS,Trigonelline,Trigonelline,0.35741624673301736,1.5391603015940598,1.8965765483270771,NA,NA,NA
221006_Smp_S6_C1_D2_B,240415_Smp_S6_C1_D2_B,RC078,PS,Trigonelline,Trigonelline,0.3513902067960461,0.6779412260230707,1.0293314328191168,NA,NA,NA
221006_Smp_S6_C1_D2_C,240415_Smp_S6_C1_D2_C,RC078,PS,Trigonelline,Trigonelline,0.35270346890007526,2.5164002587535403,2.8691037276536155,NA,NA,NA
221006_Smp_S7_C3_D5_A,240415_Smp_S7_C3_D5_A,RC078,PS,Trigonelline,Trigonelline,0.4543681645477456,1.3782907308307777,1.8326588953785232,NA,NA,NA
221006_Smp_S7_C3_D5_B,240415_Smp_S7_C3_D5_B,RC078,PS,Trigonelline,Trigonelline,0.2918561667944553,0.9417672612408,1.2336234280352554,NA,NA,NA
221006_Smp_S7_C3_D5_C,240415_Smp_S7_C3_D5_C,RC078,PS,Trigonelline,Trigonelline,0.31647489962989334,1.3244776369397098,1.6409525365696032,NA,NA,NA
221006_Smp_S7_C3_D6_A,240415_Smp_S7_C3_D6_A,RC078,PS,Trigonelline,Trigonelline,0.5569299462336244,0.8219144933248218,1.378844439558446,NA,NA,NA
221006_Smp_S7_C3_D6_B,240415_Smp_S7_C3_D6_B,RC078,PS,Trigonelline,Trigonelline,0.5097570581095723,0.5824258815882173,1.0921829396977896,NA,NA,NA
221006_Smp_S7_C3_D6_C,240415_Smp_S7_C3_D6_C,RC078,PS,Trigonelline,Trigonelline,0.5393452135240164,0.9468825940095116,1.486227807533528,NA,NA,NA
221006_Smp_S8_C1_D1_A_2L,NA,RC078,PS,Trigonelline,Trigonelline,0.05868957675800956,NA,NA,NA,NA,NA
221006_Smp_S8_C1_D1_A_4L,NA,RC078,PS,Trigonelline,Trigonelline,0.05791092777669297,NA,NA,NA,NA,NA
221006_Smp_S8_C1_D2_A,NA,RC078,PS,Trigonelline,Trigonelline,0.06108516677414147,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_A,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.35323181758022176,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_B,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.26981285014105016,NA,NA,NA,NA,NA
221006_Smp_S1_C1_5m_C,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.35679244353561534,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_A,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.1861897657077808,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_B,NA,RC078,PS,Trimethylamine N-oxide,TMAO,4.968170058419778,NA,NA,NA,NA,NA
221006_Smp_S1_C1_DCM_C,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.8225327420376404,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_A,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.15401427623566172,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_B,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.22689099222321155,NA,NA,NA,NA,NA
221006_Smp_S2_C1_SRF_C,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.1859759894312075,NA,NA,NA,NA,NA
221006_Smp_S2_C4_D6_A,240415_Smp_S2_C4_D6_A,RC078,PS,Trimethylamine N-oxide,TMAO,0.0801669535374825,2.8845649614354323,2.9647319149729148,NA,NA,NA
221006_Smp_S2_C4_D6_B,240415_Smp_S2_C4_D6_B,RC078,PS,Trimethylamine N-oxide,TMAO,0.13486563274208632,1.934115348170768,2.0689809809128543,NA,NA,NA
221006_Smp_S2_C4_D6_C,240415_Smp_S2_C4_D6_C,RC078,PS,Trimethylamine N-oxide,TMAO,0.04312986835880468,0.5904416061748781,0.6335714745336828,NA,NA,NA
221006_Smp_S3_C2_D4_A,240415_Smp_S3_C2_D4_A,RC078,PS,Trimethylamine N-oxide,TMAO,0.06602774345716719,0.8993982638635885,0.9654260073207556,NA,NA,NA
221006_Smp_S3_C2_D4_B,240415_Smp_S3_C2_D4_B,RC078,PS,Trimethylamine N-oxide,TMAO,0.20402860782605717,2.548691089977629,2.7527196978036863,NA,NA,NA
221006_Smp_S3_C2_D4_C,240415_Smp_S3_C2_D4_C,RC078,PS,Trimethylamine N-oxide,TMAO,0.16658378038201574,0.9327188440743016,1.099302624456317,NA,NA,NA
221006_Smp_S4_C1_D1_A,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.04618698940038467,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D1_B,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.04741754163027851,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D1_C,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.13005975037445805,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_A,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.10337753700819376,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_B,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.22970955503010904,NA,NA,NA,NA,NA
221006_Smp_S4_C1_D2_C,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.1475588281673222,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_A,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.03921260057961286,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_B,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.05261309325616492,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D3_C,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.25332765076709896,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_A,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.16421363270456107,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_B,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.4044280230485133,NA,NA,NA,NA,NA
221006_Smp_S4_C2_D4_C,NA,RC078,PS,Trimethylamine N-oxide,TMAO,0.07492492984579689,NA,NA,NA,NA,NA
221006_Smp_S5_C3_D2_A,240415_Smp_S5_C3_D2_A,RC078,PS,Trimethylamine N-oxide,TMAO,1.0997170645910197,4.442449411853352,5.542166476444372,NA,NA,NA
221006_Smp_S5_C3_D2_B,240415_Smp_S5_C3_D2_B,RC078,PS,Trimethylamine N-oxide,TMAO,2.4746253101652935,12.299945979059537,14.77457128922483,NA,NA,NA
221006_Smp_S5_C3_D2_C,240415_Smp_S5_C3_D2_C,RC078,PS,Trimethylamine N-oxide,TMAO,2.7925622730084227,3.239683038031366,6.032245311039789,NA,NA,NA
221006_Smp_S5_C3_D3_A,240415_Smp_S5_C3_D3_A,RC078,PS,Trimethylamine N-oxide,TMAO,0.07081619863438404,3.455979263644582,3.526795462278966,Flag,NA,Flag
221006_Smp_S5_C3_D3_B,240415_Smp_S5_C3_D3_B,RC078,PS,Trimethylamine N-oxide,TMAO,1.678403515352597,6.362259601303644,8.04066311665624,NA,NA,NA
221006_Smp_S5_C3_D3_C,240415_Smp_S5_C3_D3_C,RC078,PS,Trimethylamine N-oxide,TMAO,2.889953729359367,4.245922478795085,7.135876208154452,NA,NA,NA
221006_Smp_S6_C1_D1_A,240415_Smp_S6_C1_D1_A,RC078,PS,Trimethylamine N-oxide,TMAO,3.1063278075534955,11.691118132595497,14.797445940148991,NA,NA,NA
221006_Smp_S6_C1_D1_B,240415_Smp_S6_C1_D1_B,RC078,PS,Trimethylamine N-oxide,TMAO,4.149923121266132,56.84981618212391,60.99973930339005,NA,NA,NA
221006_Smp_S6_C1_D1_C,240415_Smp_S6_C1_D1_C,RC078,PS,Trimethylamine N-oxide,TMAO,4.158672303516206,26.972035212904153,31.13070751642036,NA,NA,NA
221006_Smp_S6_C1_D2_A,240415_Smp_S6_C1_D2_A,RC078,PS,Trimethylamine N-oxide,TMAO,1.3024490954147478,11.599146122808186,12.901595218222932,NA,NA,NA
221006_Smp_S6_C1_D2_B,240415_Smp_S6_C1_D2_B,RC078,PS,Trimethylamine N-oxide,TMAO,1.7809493996900183,4.01141268308852,5.7923620827785385,NA,NA,NA
221006_Smp_S6_C1_D2_C,240415_Smp_S6_C1_D2_C,RC078,PS,Trimethylamine N-oxide,TMAO,2.495003210983951,8.144439689256812,10.639442900240764,NA,NA,NA
221006_Smp_S7_C3_D5_A,240415_Smp_S7_C3_D5_A,RC078,PS,Trimethylamine N-oxide,TMAO,3.3175421854785263,17.524739147608425,20.84228133308695,NA,NA,NA
221006_Smp_S7_C3_D5_B,240415_Smp_S7_C3_D5_B,RC078,PS,Trimethylamine N-oxide,TMAO,1.9708485148908708,9.401784601303405,11.372633116194276,NA,NA,NA
221006_Smp_S7_C3_D5_C,240415_Smp_S7_C3_D5_C,RC078,PS,Trimethylamine N-oxide,TMAO,2.3779347631828855,12.266680021440392,14.644614784623275,NA,NA,NA
221006_Smp_S7_C3_D6_A,240415_Smp_S7_C3_D6_A,RC078,PS,Trimethylamine N-oxide,TMAO,3.957699120727595,8.023543818202413,11.981242938930007,NA,NA,NA
